gene_name,family_id,description,is_clock_network_gene,family_size
NCU04867,6009,Uncharacterized protein,False,1
NCU04862,6010,Uncharacterized protein,False,1
NCU04861,6011,F-box domain-containing protein,False,1
NCU04860,6012,Uncharacterized protein,True,1
NCU04855,6013,C2HC5 finger protein,False,1
NCU04853,6014,Uncharacterized protein,False,1
NCU04852,6015,Uncharacterized protein,False,1
NCU09227,6016,Kelch repeat-containing protein,False,1
NCU09226,6017,WLM domain-containing protein,False,1
NCU09225,6018,Uncharacterized protein,False,1
NCU09224,6019,Uncharacterized protein,False,1
NCU09222,6020,Uncharacterized protein,False,1
NCU09219,6021,Dopey domain-containing protein,False,1
NCU09214,6022,Zn(2)-C6 fungal-type domain-containing protein,False,1
sad-3,6023,Suppressor of ascus dominance-3 protein,False,1
NCU09210,6024,Dyp-type peroxidase,True,1
NCU09196,6025,Uncharacterized protein,False,1
NCU04663,6026,Zn(2)-C6 fungal-type domain-containing protein,False,1
NCU04661,6027,Uncharacterized protein,True,1
NCU04658,6028,Uncharacterized protein,False,1
NCU04634,6029,Isoflavone reductase,False,1
NCU04632,6030,Uncharacterized protein,True,1
NCU06928,6031,SWR1-complex protein 3 domain-containing protein,False,1
NCU06927,6032,Abhydrolase domain containing 12,False,1
NCU06926,6033,Uncharacterized protein,True,1
NCU06920,6034,C2H2-type domain-containing protein,False,1
NCU06919,6035,C2H2-type domain-containing protein,False,1
NCU06918,6036,Purine permease,False,1
NCU06917,6037,Uncharacterized protein,False,1
NCU06916,6038,DUF8363 domain-containing protein,False,1
NCU06915,6039,Uncharacterized protein,False,1
NCU06913,6040,Uncharacterized protein,True,1
NCU06912,6041,Ecp2 effector protein domain-containing protein,True,1
NCU06911,6042,Ecp2 effector protein domain-containing protein,True,1
NCU06908,6043,MYND-type domain-containing protein,True,1
NCU06906,6044,Protein kinase domain-containing protein,False,1
NCU06905,6045,Tetrahydroxynaphthalene reductase,False,1
NCU06904,6046,Uncharacterized protein,False,1
NCU06903,6047,Uncharacterized protein,True,1
NCU06902,6048,Uncharacterized protein,True,1
NCU06901,6049,Uncharacterized protein,True,1
NCU06899,6050,Uncharacterized protein,False,1
NCU06898,6051,Uncharacterized protein,True,1
NCU06897,6052,Uncharacterized protein,False,1
NCU06896,6053,Uncharacterized protein,False,1
NCU06893,6054,CUE domain-containing protein,False,1
NCU06892,6055,40S ribosomal protein S20,False,1
NCU06890,6056,Uncharacterized protein,True,1
NCU06889,6057,Uncharacterized protein,False,1
NCU06888,6058,Uncharacterized protein,False,1
NCU06887,6059,Uncharacterized protein,False,1
NCU06886,6060,Uncharacterized protein,False,1
NCU06885,6061,Uncharacterized protein,False,1
NCU06884,6062,DUF676 domain-containing protein,True,1
NCU06883,6063,FHA domain-containing protein SNIP1,False,1
NCU06879,6064,YggU-like protein,True,1
NCU06875,6065,Mog1p/PsbP-like protein,False,1
NCU06874,6066,HMG box-containing protein,True,1
NCU08262,6067,Uncharacterized protein,True,1
NCU08261,6068,Uncharacterized protein,False,1
NCU08260,6069,Uncharacterized protein,False,1
NCU08259,6070,Uncharacterized protein,True,1
NCU08258,6071,Uncharacterized protein,True,1
NCU08257,6072,Uncharacterized protein,True,1
NCU08256,6073,Uncharacterized protein,False,1
NCU08255,6074,Uncharacterized protein,False,1
NCU08254,6075,Uncharacterized protein,True,1
NCU08253,6076,Uncharacterized protein,True,1
NCU08252,6077,Uncharacterized protein,False,1
NCU08251,6078,Uncharacterized protein,False,1
NCU08250,6079,Uncharacterized protein,False,1
NCU08249,6080,Uncharacterized protein,False,1
NCU08248,6081,Uncharacterized protein,True,1
NCU08247,6082,Uncharacterized protein,False,1
NCU08246,6083,Uncharacterized protein,False,1
NCU08245,6084,Uncharacterized protein,False,1
NCU08244,6085,Uncharacterized protein,False,1
NCU08243,6086,Uncharacterized protein,False,1
NCU08242,6087,Uncharacterized protein,False,1
NCU08241,6088,Uncharacterized protein,False,1
NCU08240,6089,Stc1 domain-containing protein,True,1
NCU08239,6090,Uncharacterized protein,False,1
NCU08238,6091,Uncharacterized protein,False,1
NCU08237,6092,Uncharacterized protein,False,1
NCU08236,6093,Uncharacterized protein,False,1
NCU08235,6094,Uncharacterized protein,False,1
NCU08234,6095,Uncharacterized protein,False,1
NCU08233,6096,Serine hydrolase domain-containing protein,False,1
NCU08231,6098,Acyltransferase,True,1
NCU08230,6099,Uncharacterized protein,False,1
NCU08229,6100,Uncharacterized protein,False,1
NCU08224,6101,Uncharacterized protein,True,1
NCU08223,6102,Uncharacterized protein,True,1
NCU08222,6103,C3H1-type domain-containing protein,False,1
NCU08221,6104,Dienelactone hydrolase,False,1
NCU08220,6105,Uncharacterized protein,True,1
NCU08219,6106,Uncharacterized protein,False,1
NCU08217,6107,Signal recognition particle receptor subunit beta,True,1
NCU08213,6108,Uncharacterized protein,False,1
NCU08212,6109,Uncharacterized protein,False,1
NCU08211,6110,Uncharacterized protein,False,1
NCU08210,6111,Uncharacterized protein,False,1
NCU08209,6112,Uncharacterized protein,False,1
NCU08208,6113,Uncharacterized protein,False,1
NCU08207,6114,Uncharacterized protein,False,1
NCU08200,6115,Uncharacterized protein,True,1
NCU08191,6116,Uncharacterized protein,False,1
NCU08190,6117,Lanthionine synthetase C family protein,False,1
NCU04962,6118,Uncharacterized protein,False,1
NCU04961,6119,Hypervirulence associated protein TUDOR domain-containing protein,False,1
NCU04960,6120,Zn(2)-C6 fungal-type domain-containing protein,False,1
NCU04959,6121,Secreted glucosidase,True,1
NCU04955,6122,Uncharacterized protein,False,1
NCU04954,6123,Myb/SANT-like domain-containing protein,True,1
NCU04951,6124,Uncharacterized protein,False,1
NCU04949,6125,Uncharacterized protein,False,1
NCU04947,6126,LysM domain-containing protein,False,1
NCU04944,6127,Thiamine pyrophosphokinase Thi80,False,1
NCU04940,6128,Reticulon-4-interacting protein 1,False,1
NCU04937,6129,Uncharacterized protein,False,1
NCU04935,6130,Dynamin family protein,False,1
NCU04934,6131,Uncharacterized protein,False,1
NCU04933,6132,Nucleoside-diphosphate-sugar epimerase,True,1
NCU04926,6133,Uncharacterized protein,False,1
NCU04925,6134,Uncharacterized protein,False,1
gcy-1,6135,Gld1,False,1
NCU04922,6136,Uncharacterized protein,True,1
NCU04921,6137,DUF1295 domain-containing protein,True,1
NCU04920,6138,Uncharacterized protein,False,1
NCU04919,6139,Actin-like ATPase domain-containing protein,False,1
NCU04918,6140,Actin-like ATPase domain-containing protein,False,1
NCU04916,6141,Actin-like ATPase domain-containing protein,False,1
NCU04915,6142,Uncharacterized protein,False,1
NCU04914,6143,Uncharacterized protein,False,1
NCU04913,6144,ATP phosphoribosyltransferase,False,1
NCU04912,6145,HET domain-containing protein,False,1
NCU04911,6146,Uncharacterized protein,False,1
NCU04908,6147,Metallo-beta-lactamase domain-containing protein,True,1
NCU06018,6148,DDH domain-containing protein,False,1
NCU06017,6149,Thiosulfate sulfurtransferase,False,1
NCU02321,6150,Uncharacterized protein,False,1
NCU10056,6151,Uncharacterized protein,True,1
NCU06079,6152,Circumsporozoite protein,False,1
NCU06078,6153,2EXR domain-containing protein,False,1
NCU06077,6154,Membrane transporter,True,1
NCU02215,6155,Uncharacterized protein,True,1
NCU02213,6156,Glycosyltransferase family 31 protein,True,1
NCU02429,6157,VOC domain-containing protein,False,1
NCU02436,6158,Uncharacterized protein,False,1
NCU08141,6159,Only prolin and serin are matching in the corresponding protein,False,1
NCU08140,6160,Uncharacterized protein,False,1
NCU05903,6161,Uncharacterized protein,False,1
NCU05900,6162,Uncharacterized protein,False,1
NCU05899,6163,Flotillin domain-containing protein,True,1
NCU02347,6164,Sec7 domain-containing protein,False,1
NCU02346,6165,F-box domain-containing protein,False,1
NCU02345,6166,Retrovirus-related Pol polyprotein from transposon TNT 1-94-like beta-barrel domain-containing protein,False,1
NCU02342,6167,Uncharacterized protein,True,1
NCU02320,6168,Uncharacterized protein,False,1
NCU02318,6169,Uncharacterized protein,True,1
NCU02317,6170,Stress-response A/B barrel domain-containing protein,False,1
NCU02314,6171,Uncharacterized protein,True,1
NCU02311,6172,Uncharacterized protein,False,1
NCU09568,6173,FAS1 domain-containing protein,False,1
NCU09566,6174,Uncharacterized protein,False,1
NCU09562,6175,Uncharacterized protein,True,1
stk-19,6176,Protein kinase domain-containing protein,False,1
NCU02244,6177,C2 domain-containing protein,False,1
NCU02243,6178,Uncharacterized protein,False,1
NCU02239,6179,Uncharacterized protein,False,1
NCU02238,6180,Pantothenate transporter liz1,False,1
NCU02236,6181,Uncharacterized protein,False,1
NCU02461,6182,Uncharacterized protein,False,1
NCU02459,6183,DUF52 domain-containing protein,False,1
NCU02458,6184,Uncharacterized protein,False,1
NCU02456,6185,Potassium transporter,False,1
NCU02212,6186,Cyanovirin-N domain-containing protein,False,1
NCU02211,6187,Rab-GAP TBC domain-containing protein,True,1
ods,6188,Delta-12 fatty acid desaturase,False,1
NCU02206,6189,Uncharacterized protein,False,1
NCU02205,6190,Uncharacterized protein,False,1
NCU02204,6191,SWIB/MDM2 domain-containing protein,True,1
NCU02406,6192,Nuclear protein,True,1
NCU06088,6193,Translation machinery-associated protein 16,True,1
NCU06086,6194,Regulatory protein suaprga1,False,1
NCU06085,6195,LCCL domain-containing protein,True,1
NCU06083,6196,Uncharacterized protein,True,1
NCU06082,6197,Ecp2 effector protein domain-containing protein,False,1
NCU06080,6198,Enoyl reductase (ER) domain-containing protein,False,1
NCU08155,6199,Uncharacterized protein,True,1
NCU08154,6200,Uncharacterized protein,False,1
NCU08153,6201,Phosphodiesterase/alkaline phosphatase D,False,1
NCU08152,6202,High affinity glucose transporter,False,1
NCU08151,6203,DNA kinase/phosphatase Pnk1,False,1
NCU08150,6204,Uncharacterized protein,False,1
NCU08149,6205,Uncharacterized protein,True,1
NCU08148,6206,H+/nucleoside cotransporter,True,1
NCU08146,6207,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",True,1
NCU08188,6208,DUF6594 domain-containing protein,True,1
NCU08187,6209,DUF6594 domain-containing protein,True,1
NCU08186,6210,Uncharacterized protein,False,1
NCU08184,6211,BHLH domain-containing protein,False,1
NCU08183,6212,Methyltransferase type 11 domain-containing protein,True,1
NCU08182,6213,Uncharacterized protein,False,1
NCU08179,6214,Beta-glucuronidase C-terminal domain-containing protein,True,1
NCU08178,6215,Purine nucleoside permease,False,1
NCU08174,6216,Clr5 domain-containing protein,False,1
NCU02199,6217,Secreted protein,False,1
NCU02197,6218,Riboflavin aldehyde-forming enzyme,False,1
NCU02196,6219,Taurine catabolism dioxygenase TauD,False,1
NCU02195,6220,High affinity methionine permease,False,1
NCU02194,6221,NACHT domain-containing protein,True,1
NCU02192,6222,Uncharacterized protein,True,1
NCU02190,6223,Oxysterol binding protein,True,1
NCU02189,6224,Uncharacterized protein,False,1
NCU02188,6225,Sugar transporter,True,1
NCU02423,6226,Mitoferrin-1,False,1
NCU02417,6227,L-A virus GAG protein N-acetyltransferase,False,1
NCU02415,6228,Zinc metalloproteinase,True,1
NCU06039,6229,WD repeat protein,False,1
NCU06034,6230,MARVEL domain-containing protein,False,1
NCU06029,6231,Pantetheine-phosphate adenylyltransferase family protein,False,1
NCU06019,6232,Uncharacterized protein,False,1
NCU02233,6233,Glycosyl hydrolase,False,1
NCU02229,6234,Increased loss of mitochondrial DNA protein 1,True,1
NCU02228,6235,Geranylgeranyl transferase type I beta subunit,True,1
NCU02227,6236,Acetylornithine deacetylase,True,1
NCU02222,6237,Uncharacterized protein,True,1
mig-7,6238,Menadione-induced gene-7 protein,False,1
NCU02219,6239,Membrane fusion mating protein FIG1,True,1
NCU02218,6240,N-acetyltransferase B complex non catalytic subunit,False,1
NCU08172,6241,DUF3176 domain-containing protein,False,1
acw-12,6242,Anchored cell wall protein 12,False,1
NCU08170,6243,Uncharacterized protein,True,1
NCU08169,6244,MARVEL domain-containing protein,False,1
NCU08168,6245,Cyanovirin-N domain-containing protein,True,1
NCU08167,6246,Aerobactin siderophore biosynthesis protein iucB,True,1
NCU08164,6247,Retinol dehydrogenase 13,False,1
NCU08159,6248,C2H2-type domain-containing protein,True,1
NCU08157,6249,2EXR domain-containing protein,False,1
NCU08156,6250,AB hydrolase-1 domain-containing protein,False,1
NCU08134,6251,Uncharacterized protein,False,1
NCU08130,6252,Uncharacterized protein,True,1
NCU08125,6253,Uncharacterized protein,False,1
NCU08124,6254,3-ketosteroid-delta-1-dehydrogenase,False,1
NCU09591,6255,Uncharacterized protein,False,1
NCU09590,6256,Uncharacterized protein,False,1
NCU09589,6257,Uncharacterized protein,False,1
NCU09588,6258,Uncharacterized protein,False,1
NCU09587,6259,Uncharacterized protein,False,1
NCU09586,6260,Uncharacterized protein,False,1
NCU09585,6261,Uncharacterized protein,False,1
NCU09584,6262,Uncharacterized protein,False,1
NCU09582,6263,Chitin deacetylase,False,1
NCU09581,6264,SET domain-containing protein,False,1
NCU09580,6265,MSF membrane transporter,False,1
NCU09579,6266,Retinol dehydrogenase 12,False,1
NCU09578,6267,Uncharacterized protein,False,1
NCU09577,6268,Uncharacterized protein,False,1
NCU09574,6269,Uncharacterized protein,False,1
NCU09570,6270,Glutathione transferase,True,1
NCU09569,6271,DUF8406 domain-containing protein,False,1
NCU02401,6272,Regulatory factor Sgt1,False,1
NCU02399,6273,Uncharacterized protein,False,1
NCU02398,6274,Uncharacterized protein,False,1
NCU02395,6275,Uroporphyrinogen-III synthase,False,1
NCU02390,6276,Uncharacterized protein,False,1
NCU02389,6277,DUF1917-domain-containing protein,True,1
NCU02386,6278,Zn(2)-C6 fungal-type domain-containing protein,True,1
NCU02385,6279,THUMP domain-containing protein,True,1
NCU02383,6280,Uncharacterized protein,True,1
NCU05771,6281,Meiotic recombination protein DMC1,False,1
NCU05769,6282,Uncharacterized protein,False,1
poi-2,6283,Mating response protein POI2,False,1
NCU05767,6284,PRO1A C6 Zink-finger protein,False,1
NCU05764,6285,Methyltransferase domain-containing protein,False,1
NCU05763,6286,Uncharacterized protein,False,1
NCU05762,6287,Tyrosinase copper-binding domain-containing protein,True,1
NCU05761,6288,DUF3328 domain-containing protein,True,1
NCU05760,6289,Uncharacterized protein,False,1
NCU05759,6290,Uncharacterized protein,False,1
NCU05757,6291,Nitrilase,False,1
NCU05756,6292,Peptidase M4,True,1
NCU05755,6293,PPPDE domain-containing protein,False,1
NCU05754,6294,Uncharacterized protein,True,1
NCU05751,6295,Cellulose-binding protein,False,1
NCU05749,6296,Uncharacterized protein,True,1
NCU02340,6297,Uncharacterized protein,False,1
NCU02339,6298,Uncharacterized protein,True,1
NCU02338,6299,Secreted protein,False,1
NCU02337,6300,Mitochondrial carrier protein,False,1
NCU02336,6301,Capsule associated protein,False,1
NCU02334,6302,MARVEL domain-containing protein,True,1
NCU02331,6303,Uncharacterized protein,False,1
NCU02329,6304,DUF1993 domain-containing protein,False,1
NCU02328,6305,O-methyltransferase,True,1
NCU02324,6306,OTU domain-containing protein,False,1
NCU02323,6307,Uncharacterized protein,False,1
mus-10,6308,Mutagen sensitive-10 protein,False,1
NCU02378,6309,Integral membrane protein,True,1
NCU02377,6310,Uncharacterized protein,False,1
NCU02376,6311,Metallo-beta-lactamase domain-containing protein,False,1
NCU02375,6312,Ubiquitin carboxyl-terminal hydrolase 2,False,1
rpn-9,6313,Proteasome regulatory particle subunit,False,1
NCU02370,6314,Ribosome assembly protein 3,False,1
NCU02368,6315,Rhomboid protein 2,False,1
NCU02365,6316,Uncharacterized protein,False,1
NCU02364,6317,C2H2 finger domain-containing protein,False,1
NCU02363,6318,RTA1 domain-containing protein,False,1
NCU02362,6319,Uncharacterized protein,False,1
NCU02360,6320,Transmembrane protein UsgS,True,1
NCU02355,6321,NYN domain-containing protein,False,1
pbd-1,6322,RSC complex subunit,False,1
NCU02352,6323,Solute carrier family 25 protein,True,1
NCU02350,6324,Uncharacterized protein,False,1
NCU06074,6325,Uncharacterized protein,False,1
NCU06072,6326,Clr5 domain-containing protein,False,1
NCU06071,6327,2-dehydropantoate 2-reductase,False,1
NCU06070,6328,Uncharacterized protein,True,1
NCU06065,6329,Uncharacterized protein,True,1
NCU06064,6330,Uncharacterized protein,False,1
NCU06063,6331,Long-chain-fatty-acid-CoA ligase,False,1
NCU06062,6332,Aerobactin siderophore biosynthesis protein iucB,False,1
NCU06061,6333,Oxidoreductase,False,1
NCU06060,6334,Uncharacterized protein,False,1
NCU06058,6335,Amidohydrolase 2,True,1
NCU06056,6336,Uncharacterized protein,True,1
NCU06052,6337,DnaJ domain-containing protein,False,1
NCU06050,6338,Uncharacterized protein,False,1
NCU06046,6339,Uncharacterized protein,False,1
NCU06045,6340,WSC domain-containing protein,False,1
NCU06043,6341,GPR/FUN34 family protein,False,1
NCU05897,6342,L-fucose permease,False,1
NCU05896,6343,SesB protein,False,1
NCU05895,6344,Calcofluor white hypersensitive protein,False,1
